Method,Cluster Method,Confidence Threshold,mAP_(VOC_test),U-AP_(COOD),U-F1_(COOD),U-PRE_(COOD),U-REC_(COOD),mAP,U-AP_(CMIX),U-F1_(CMIX),U-PRE_(CMIX),U-REC_(CMIX),A-OSE,WI-08,U-F1_(SUM)
MSP,-,0.005,0.706,0.285,0.383,0.449,0.334,0.431,0.052,0.17,0.155,0.188,119,0.083,0.553
